"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S1734","Ullrich","control","NonEnglish",0.4949,0.8235,1,0.91,0.3286,5,2,3,3
"S1735","Ullrich","control","NonEnglish",0.4955,0.8749,1,0.84,0.3794,1,1,4,2
"S1736","Ullrich","control","NonEnglish",0.4963,0.7724,1,0.95,0.2761,2,2,1,3
"S1737","Ullrich","depletion","NonEnglish",0.4973,0.9265,1,0.99,0.4292,3,3,3,2
"S1738","Ullrich","depletion","NonEnglish",0.4975,0.7553,1,0.94,0.2578,2,3,3,1
"S1739","Ullrich","depletion","NonEnglish",0.4979,0.8783,1,0.96,0.3804,1,1,1,1
"S1740","Ullrich","control","NonEnglish",0.4979,0.7354,0.96,0.73,0.2374,4,5,2,2
"S1741","Ullrich","depletion","NonEnglish",0.5008,1.0505,0.96,0.95,0.5497,2,3,2,1
"S1742","Ullrich","depletion","NonEnglish",0.501,0.775,1,0.83,0.274,3,5,3,1
"S1743","Ullrich","control","NonEnglish",0.5041,0.8412,1,0.99,0.3371,3,2,1,1
"S1744","Ullrich","depletion","NonEnglish",0.5066,0.8106,1,0.87,0.3039,6,6,5,3
"S1745","Ullrich","depletion","NonEnglish",0.5076,0.7802,1,0.86,0.2726,4,3,1,2
"S1746","Ullrich","depletion","NonEnglish",0.5088,0.776,1,0.89,0.2672,5,5,3,2
"S1747","Ullrich","depletion","NonEnglish",0.5112,0.7891,1,0.95,0.2779,4,3,3,1
"S1748","Ullrich","control","NonEnglish",0.5121,0.8063,1,0.93,0.2942,2,1,3,3
"S1749","Ullrich","control","NonEnglish",0.5135,0.8858,0.99,0.88,0.3723,2,2,1,2
"S1750","Ullrich","control","NonEnglish",0.5138,0.9865,1,0.89,0.4727,3.5,2.5,4.5,1.5
"S1751","Ullrich","control","NonEnglish",0.5152,0.8192,1,0.96,0.304,2,1,3,1
"S1752","Ullrich","control","NonEnglish",0.5168,0.7897,1,0.86,0.2729,2,2,1,2
"S1753","Ullrich","control","NonEnglish",0.5176,0.8449,1,0.9,0.3273,2,2,2,4
"S1754","Ullrich","depletion","NonEnglish",0.5201,0.7816,1,0.91,0.2615,4,3,1,2
"S1755","Ullrich","control","NonEnglish",0.5223,0.8002,0.97,0.84,0.2778,2,2,3,1
"S1756","Ullrich","control","NonEnglish",0.5269,0.8517,1,0.89,0.3248,2,1,2,1
"S1757","Ullrich","control","NonEnglish",0.5274,0.9107,1,0.94,0.3833,2,1,2,1
"S1758","Ullrich","depletion","NonEnglish",0.5276,0.8568,1,0.95,0.3292,5,4,2,3
"S1759","Ullrich","control","NonEnglish",0.5308,0.8808,1,0.88,0.35,2,3,1,2
"S1760","Ullrich","control","NonEnglish",0.5316,1.0093,1,0.92,0.4777,3,1,4,2
"S1761","Ullrich","depletion","NonEnglish",0.5324,0.8743,1,0.89,0.3419,5,3,3,2
"S1762","Ullrich","depletion","NonEnglish",0.5365,0.8644,0.99,0.7,0.328,6,1,3,2
"S1763","Ullrich","depletion","NonEnglish",0.5367,0.8242,1,0.97,0.2875,5,3,3,3
"S1764","Ullrich","control","NonEnglish",0.5375,0.846,1,0.68,0.3085,3,1,1,1
"S1765","Ullrich","depletion","NonEnglish",0.5404,0.8997,1,0.98,0.3593,4,5,4,5
"S1766","Ullrich","control","NonEnglish",0.5406,0.8104,1,0.94,0.2698,2,2,1,1
"S1767","Ullrich","depletion","NonEnglish",0.5418,0.9365,1,0.94,0.3947,3,5,5,4
"S1768","Ullrich","control","NonEnglish",0.5457,0.7714,1,0.94,0.2257,2,2,3,3
"S1769","Ullrich","control","NonEnglish",0.5474,0.8565,1,0.96,0.3092,3,1,4,1
"S1770","Ullrich","depletion","NonEnglish",0.55,0.9159,1,0.94,0.3659,5,2,3,2
"S1771","Ullrich","depletion","NonEnglish",0.5523,0.9483,1,0.9,0.396,4,5,4,2
"S1772","Ullrich","control","NonEnglish",0.5526,0.8401,1,0.91,0.2875,2,2,5,3
"S1773","Ullrich","control","NonEnglish",0.5566,0.9923,0.99,0.92,0.4357,4,3,2,1
"S1774","Ullrich","control","NonEnglish",0.5613,0.8917,1,0.97,0.3304,3,2,1,1
"S1775","Ullrich","control","NonEnglish",0.565,0.8344,1,0.93,0.2694,2,2,3,2
"S1776","Ullrich","control","NonEnglish",0.5696,0.8272,0.97,0.87,0.2576,2,1,5,1
"S1777","Ullrich","depletion","NonEnglish",0.5711,0.993,1,0.87,0.4219,5,4,2,1
"S1778","Ullrich","depletion","NonEnglish",0.5774,1.0601,0.99,0.92,0.4827,5,4,4,2
"S1779","Ullrich","control","NonEnglish",0.5799,0.9379,1,0.93,0.3581,1,1,1,2
"S1780","Ullrich","depletion","NonEnglish",0.5891,0.8796,1,0.95,0.2905,3,5,3,5
"S1781","Ullrich","control","NonEnglish",0.5894,0.8437,0.98,0.86,0.2542,2,1,6,1
"S1782","Ullrich","depletion","NonEnglish",0.5901,0.9278,0.99,0.92,0.3377,4,5,2,3
"S1783","Ullrich","depletion","NonEnglish",0.5903,0.8641,1,0.89,0.2738,4,2,1,2
"S1784","Ullrich","control","NonEnglish",0.5907,0.9031,0.99,0.84,0.3124,4,2,4,4
"S1785","Ullrich","control","NonEnglish",0.5947,0.9912,1,0.95,0.3965,2,3,2,1
"S1786","Ullrich","depletion","NonEnglish",0.5952,0.9326,1,0.91,0.3374,5,5,2,3
"S1787","Ullrich","control","NonEnglish",0.5997,0.9251,1,0.86,0.3253,3,2,3,1
"S1788","Ullrich","depletion","NonEnglish",0.6017,0.7544,1,0.99,0.1527,2,2,3,1
"S1789","Ullrich","depletion","NonEnglish",0.6042,0.8791,0.99,0.83,0.2748,3,3,1,1
"S1790","Ullrich","depletion","NonEnglish",0.6054,0.9285,1,0.97,0.3231,3,4,2,2
"S1791","Ullrich","depletion","NonEnglish",0.6127,0.8289,1,0.97,0.2162,4,3,5,2
"S1792","Ullrich","control","NonEnglish",0.6258,0.8235,0.97,0.89,0.1977,2,1,6,1
"S1793","Ullrich","control","NonEnglish",0.6276,0.9303,1,0.96,0.3027,1,2,1,1
"S1794","Ullrich","control","NonEnglish",0.6323,0.9791,1,0.93,0.3468,3,2,4,2
"S1795","Ullrich","depletion","NonEnglish",0.633,0.9049,0.99,0.88,0.2718,5,3,4,2
"S1796","Ullrich","depletion","NonEnglish",0.6333,0.9945,0.99,0.95,0.3612,5,3,3,2
"S1797","Ullrich","control","NonEnglish",0.64,1.1022,1,0.99,0.4622,2,1,1,2
"S1798","Ullrich","control","NonEnglish",0.6417,0.9481,0.99,0.86,0.3064,1,1,2,1
"S1799","Ullrich","control","NonEnglish",0.6421,1.0121,1,0.96,0.3699,1,2,2,1
"S1800","Ullrich","depletion","NonEnglish",0.6545,0.7268,1,0.99,0.0723,4,3,1,3
"S1801","Ullrich","control","NonEnglish",0.6614,1.0321,0.98,0.93,0.3707,2,2,2,1
"S1802","Ullrich","control","NonEnglish",0.676,1.0847,1,0.98,0.4087,2,1,3,1
"S1803","Ullrich","depletion","NonEnglish",0.677,0.966,0.99,0.94,0.289,2,4,2,1
"S1804","Ullrich","control","NonEnglish",0.6836,0.902,1,0.99,0.2183,2,2,1,1
"S1805","Ullrich","depletion","NonEnglish",0.6842,1.0323,1,0.93,0.3481,6,5,2,2
"S1806","Ullrich","depletion","NonEnglish",0.6907,1.039,1,0.97,0.3483,4,3,2,2
"S1807","Ullrich","depletion","NonEnglish",0.6915,0.9845,1,0.99,0.293,5,5,2,3
"S1808","Ullrich","depletion","NonEnglish",0.6957,1.1003,1,0.86,0.4046,4,2,4,1
"S1809","Ullrich","depletion","NonEnglish",0.7183,1.0635,0.96,0.92,0.3452,5,2,6,3
"S1810","Ullrich","depletion","NonEnglish",0.7205,0.9216,0.99,0.95,0.2011,3,2,2,4
"S1811","Ullrich","depletion","NonEnglish",0.7231,1.1579,1,0.93,0.4348,5,4,3,2
"S1812","Ullrich","depletion","NonEnglish",0.7284,1.045,1,0.95,0.3167,3,3,2,3
"S1813","Ullrich","depletion","NonEnglish",0.7548,1.1012,1,0.97,0.3464,2,5,3,5
"S1814","Ullrich","control","NonEnglish",0.77,1.2096,1,0.86,0.4396,1,1,2,2
"S1815","Ullrich","control","NonEnglish",0.7745,0.9826,0.99,0.92,0.2081,1,1,1,1
"S1816","Ullrich","control","NonEnglish",0.791,1.0144,1,0.96,0.2234,1,1,1,1
"S1817","Ullrich","control","NonEnglish",0.7942,1.1291,1,0.95,0.3348,3,1,4,2
"S1818","Ullrich","control","NonEnglish",0.7983,0.9988,1,0.97,0.2004,4,2,3,1
"S1819","Ullrich","depletion","NonEnglish",1.0018,1.1075,1,0.96,0.1057,3,5,5,2
"S1820","vanDellen","control","English",0.427,0.829,1,0.83,0.402,2,1,3,1
"S1821","vanDellen","control","English",0.435,0.7305,1,0.81,0.2954,2,1,2,1
"S1822","vanDellen","depletion","English",0.4486,0.7824,1,0.67,0.3338,7,4,4,5
"S1823","vanDellen","control","English",0.4495,0.6537,1,0.85,0.2043,7,2,4,2
"S1824","vanDellen","depletion","English",0.4631,0.7641,1,0.69,0.301,7,5,4,5
"S1825","vanDellen","control","English",0.465,0.7124,1,0.84,0.2475,5,1,5,1
"S1826","vanDellen","depletion","English",0.4668,0.907,0.99,0.67,0.4403,6,4,6,5
"S1827","vanDellen","control","English",0.4687,0.6659,0.97,0.64,0.1972,6,1,6,3
"S1828","vanDellen","depletion","English",0.4712,0.7696,1,0.89,0.2985,7,6,4,6
"S1829","vanDellen","control","English",0.4808,0.7809,0.97,0.86,0.3001,6,2,6,3
"S1830","vanDellen","depletion","English",0.4829,0.6848,0.98,0.9,0.2019,6,5,6,6
"S1831","vanDellen","depletion","English",0.4843,0.7315,1,0.77,0.2471,6,4,5,4
"S1832","vanDellen","control","English",0.4873,0.8006,1,0.94,0.3134,3,3,4,2
"S1833","vanDellen","control","English",0.4877,0.7792,0.99,0.89,0.2915,2,1,5,5
"S1834","vanDellen","depletion","English",0.4891,0.8497,0.99,0.66,0.3607,6,4,3,1
"S1835","vanDellen","control","English",0.4898,0.7572,0.99,0.88,0.2674,6,2,2,3
"S1836","vanDellen","depletion","English",0.4926,0.8267,1,0.76,0.3341,6,5,7,4
"S1837","vanDellen","depletion","English",0.5022,0.7123,1,0.89,0.2102,6,1,3,1
"S1838","vanDellen","control","English",0.5185,0.8192,0.99,0.78,0.3008,6,2,5,6
"S1839","vanDellen","control","English",0.5197,0.7745,1,0.79,0.2548,3,2,2,4
"S1840","vanDellen","control","English",0.5229,0.835,1,0.97,0.3122,4,2,5,1
"S1841","vanDellen","depletion","English",0.5236,0.8091,1,0.94,0.2855,5,4,4,5
"S1842","vanDellen","depletion","English",0.5261,0.8918,0.98,0.95,0.3657,6,5,5,5
"S1843","vanDellen","control","English",0.5263,0.7256,0.99,0.79,0.1994,4,1,5,1
"S1844","vanDellen","control","English",0.5319,0.7847,0.99,0.76,0.2528,7,1,5,3
"S1845","vanDellen","control","English",0.5348,0.8467,1,0.84,0.3119,7,2,6,1
"S1846","vanDellen","depletion","English",0.5377,0.9315,1,0.71,0.3938,5,6,3,6
"S1847","vanDellen","control","English",0.5379,0.9127,1,0.92,0.3748,7,2,5,3
"S1848","vanDellen","control","English",0.5415,0.9704,0.99,0.89,0.4289,3,3,5,4
"S1849","vanDellen","depletion","English",0.5416,0.7825,0.98,0.84,0.2409,6,3,5,5
"S1850","vanDellen","depletion","English",0.5448,0.8397,0.98,0.95,0.2949,4,5,7,5
"S1851","vanDellen","control","English",0.5458,0.8029,0.99,0.93,0.2571,6,6,2,5
"S1852","vanDellen","control","English",0.5478,0.9181,0.99,0.88,0.3703,5,1,5,1
"S1853","vanDellen","control","English",0.5513,0.8601,0.94,0.69,0.3087,1,1,2,1
"S1854","vanDellen","control","English",0.5546,0.8439,1,0.92,0.2894,5,1,2,3
"S1855","vanDellen","depletion","English",0.559,0.8815,1,0.86,0.3224,6,5,4,5
"S1856","vanDellen","depletion","English",0.5611,0.8274,1,0.87,0.2663,6,7,3,5
"S1857","vanDellen","control","English",0.5713,0.7923,0.95,0.79,0.2211,5,5,7,3
"S1858","vanDellen","control","English",0.5746,0.8232,0.99,0.89,0.2487,6,2,3,1
"S1859","vanDellen","control","English",0.5755,0.9961,0.99,0.88,0.4206,7,1,6,5
"S1860","vanDellen","control","English",0.579,0.9692,0.99,0.85,0.3901,5,1,7,5
"S1861","vanDellen","depletion","English",0.5813,0.9332,0.97,0.81,0.3519,7,5,7,3
"S1862","vanDellen","depletion","English",0.5902,0.9491,1,0.85,0.359,5,4,2,2
"S1863","vanDellen","depletion","English",0.5915,0.8349,0.99,0.94,0.2435,7,3,2,2
"S1864","vanDellen","depletion","English",0.5927,0.9392,1,0.98,0.3466,1,3,4,1
"S1865","vanDellen","depletion","English",0.5933,0.9474,1,0.77,0.354,4,4,2,2
"S1866","vanDellen","control","English",0.5934,0.8767,0.99,0.88,0.2833,7,1,7,2
"S1867","vanDellen","depletion","English",0.5973,1.0002,0.98,0.87,0.4029,7,6,6,4
"S1868","vanDellen","control","English",0.5986,0.9959,1,0.89,0.3973,5,2,2,2
"S1869","vanDellen","depletion","English",0.606,0.9349,1,0.94,0.3288,7,5,5,5
"S1870","vanDellen","depletion","English",0.6072,0.999,0.98,0.71,0.3918,6,2,5,5
"S1871","vanDellen","control","English",0.6104,1.0141,1,0.96,0.4037,5,2,2,1
"S1872","vanDellen","depletion","English",0.6155,1.1131,0.98,0.97,0.4975,4,6,6,7
"S1873","vanDellen","depletion","English",0.6156,1.1106,1,0.98,0.495,6,2,2,2
"S1874","vanDellen","depletion","English",0.6237,1.063,1,0.96,0.4393,5,2,2,2
"S1875","vanDellen","control","English",0.6268,0.8961,1,0.89,0.2694,5,2,3,2
"S1876","vanDellen","depletion","English",0.6278,0.9914,0.99,0.97,0.3636,5,4,4,3
"S1877","vanDellen","control","English",0.6344,0.9386,1,0.93,0.3043,2,1,1,5
"S1878","vanDellen","depletion","English",0.6378,0.9146,1,0.94,0.2767,6,5,4,3
"S1879","vanDellen","depletion","English",0.6466,1.0043,0.99,0.87,0.3577,5,6,7,5
"S1880","vanDellen","control","English",0.6542,1.0142,1,0.91,0.36,3,4,4,1
"S1881","vanDellen","depletion","English",0.6543,1.0382,0.98,0.76,0.3839,5,3,4,5
"S1882","vanDellen","depletion","English",0.6554,0.8617,1,0.94,0.2063,3,4,1,1
"S1883","vanDellen","depletion","English",0.6581,1.0127,0.98,0.88,0.3546,6,6,7,6
"S1884","vanDellen","control","English",0.6625,0.9596,1,0.97,0.2971,3,2,3,3
"S1885","vanDellen","depletion","English",0.6757,1.0507,0.99,0.95,0.375,1,1,7,1
"S1886","vanDellen","control","English",0.7143,1.0474,1,0.94,0.3332,2,1,3,1
"S1887","vanDellen","depletion","English",0.7151,1.1376,1,0.96,0.4225,6,5,5,4
"S1888","vanDellen","depletion","English",0.73,1.0432,1,0.95,0.3132,6,5,7,6
"S1889","vanDellen","control","English",0.7365,1.0705,1,0.99,0.334,3,1,1,1
"S1890","vanDellen","depletion","English",0.751,1.1794,0.99,0.99,0.4284,6,6,7,7
"S1891","vanDellen","depletion","English",0.7668,1.1656,1,0.97,0.3988,6,7,4,6
"S1892","vanDellen","depletion","English",0.7893,1.2297,1,1,0.4405,5,4,5,5
"S1893","vanDellen","control","English",0.8274,1.1717,1,0.97,0.3443,5,1,5,1
"S1894","vanDellen","depletion","English",0.8706,1.2106,0.98,0.98,0.34,6,4,3,2
"S1895","vanDellen","control","English",0.899,1.1008,0.99,0.9,0.2017,6,1,6,1
"S1896","vanDellen","depletion","English",0.9139,1.2248,0.98,0.96,0.3109,4,5,2,3
"S1897","vanDellen","depletion","English",0.9185,1.2024,1,0.99,0.2839,6,3,2,1
"S1898","vanDellen","control","English",1.1004,1.2364,1,0.98,0.136,5,1,2,4
"S1899","Wolff","depletion","NonEnglish",0.4452,0.7765,0.99,0.89,0.3314,4,5,6,5
"S1900","Wolff","control","NonEnglish",0.4494,0.7753,1,0.95,0.3258,6,2,5,5
"S1901","Wolff","depletion","NonEnglish",0.471,0.7546,1,0.94,0.2836,4,6,1,4
"S1902","Wolff","control","NonEnglish",0.473,0.7898,0.99,0.87,0.3168,1,1,2,6
"S1903","Wolff","control","NonEnglish",0.477,0.7561,1,0.93,0.2791,1,1,3,2
"S1904","Wolff","control","NonEnglish",0.4793,0.8404,1,0.88,0.3611,2,2,1,1
"S1905","Wolff","control","NonEnglish",0.4836,0.7212,1,0.74,0.2376,2,2,3,2
"S1906","Wolff","control","NonEnglish",0.4837,0.779,0.98,0.88,0.2953,1,1,7,4
"S1907","Wolff","control","NonEnglish",0.4897,0.9118,1,0.92,0.4221,2,2,4,1
"S1908","Wolff","control","NonEnglish",0.4904,0.8931,1,0.83,0.4026,2,2,2,1
"S1909","Wolff","control","NonEnglish",0.5004,0.8704,1,0.96,0.37,4,1,5,1
"S1910","Wolff","control","NonEnglish",0.5159,0.7027,1,0.97,0.1868,4,4,3,2
"S1911","Wolff","depletion","NonEnglish",0.519,0.7631,1,0.95,0.2441,3,6,6,4
"S1912","Wolff","control","NonEnglish",0.5192,0.8662,1,0.95,0.347,3,2,2,2
"S1913","Wolff","control","NonEnglish",0.5224,0.8256,1,0.88,0.3032,2,1,3,1
"S1914","Wolff","control","NonEnglish",0.5225,0.7973,1,0.98,0.2748,3,1,2,1
"S1915","Wolff","depletion","NonEnglish",0.5251,0.8714,1,0.87,0.3462,6,6,6,5
"S1916","Wolff","depletion","NonEnglish",0.5255,0.8728,1,0.85,0.3474,3,3,1,1
"S1917","Wolff","control","NonEnglish",0.5256,0.8494,0.98,0.75,0.3238,1,2,2,1
"S1918","Wolff","control","NonEnglish",0.5308,0.8603,1,0.97,0.3295,3,2,5,2
"S1919","Wolff","control","NonEnglish",0.5355,0.9048,1,0.8,0.3693,1,1,5,6
"S1920","Wolff","depletion","NonEnglish",0.5358,0.8177,1,0.97,0.2819,5,5,4,3
"S1921","Wolff","depletion","NonEnglish",0.5366,0.8678,1,0.93,0.3313,4,4,2,7
"S1922","Wolff","depletion","NonEnglish",0.5368,0.8874,1,0.92,0.3506,5,5,6,3
"S1923","Wolff","depletion","NonEnglish",0.5371,1.0502,1,0.93,0.5131,4,5,5,6
"S1924","Wolff","depletion","NonEnglish",0.5415,0.8655,1,0.91,0.324,6,6,2,6
"S1925","Wolff","depletion","NonEnglish",0.5434,0.9426,1,0.97,0.3992,3,3,5,2
"S1926","Wolff","control","NonEnglish",0.5434,1.0568,1,0.96,0.5134,1,1,1,1
"S1927","Wolff","depletion","NonEnglish",0.548,0.819,1,0.96,0.271,6,4,2,6
"S1928","Wolff","control","NonEnglish",0.55,0.8966,1,0.91,0.3466,3,3,4,4
"S1929","Wolff","control","NonEnglish",0.5518,0.8684,1,0.93,0.3166,2,1,2,1
"S1930","Wolff","control","NonEnglish",0.5546,0.9664,1,0.94,0.4118,2,3,5,1
"S1931","Wolff","control","NonEnglish",0.5582,1.024,1,0.97,0.4657,2,1,4,1
"S1932","Wolff","depletion","NonEnglish",0.5601,0.8196,1,0.87,0.2595,4,4,2,1
"S1933","Wolff","depletion","NonEnglish",0.5603,0.9406,0.99,0.94,0.3803,6,4,5,5
"S1934","Wolff","control","NonEnglish",0.5605,0.833,1,0.9,0.2725,4,2,3,1
"S1935","Wolff","control","NonEnglish",0.5619,0.9268,0.99,0.99,0.3649,5,7,5,7
"S1936","Wolff","control","NonEnglish",0.5619,0.8357,1,0.96,0.2738,1,1,3,1
"S1937","Wolff","control","NonEnglish",0.5631,0.846,1,0.99,0.2828,2,2,1,1
"S1938","Wolff","control","NonEnglish",0.5635,0.8568,1,0.91,0.2933,2,2,3,1
"S1939","Wolff","control","NonEnglish",0.5646,0.778,0.99,0.95,0.2134,2,1,3,1
"S1940","Wolff","depletion","NonEnglish",0.5674,1.045,1,0.97,0.4776,4,3,6,2
"S1941","Wolff","control","NonEnglish",0.5698,0.9165,1,0.99,0.3467,1,2,2,1
"S1942","Wolff","control","NonEnglish",0.5708,0.8651,1,0.92,0.2943,1,1,2,1
"S1943","Wolff","depletion","NonEnglish",0.5782,1.0085,1,0.92,0.4302,5,5,6,3
"S1944","Wolff","control","NonEnglish",0.5794,0.8538,0.98,0.86,0.2744,2,1,5,1
"S1945","Wolff","depletion","NonEnglish",0.584,1.0641,1,0.99,0.4801,3,4,6,3
"S1946","Wolff","control","NonEnglish",0.5844,0.8412,0.97,0.94,0.2568,1,1,1,2
"S1947","Wolff","control","NonEnglish",0.5846,0.9478,1,0.95,0.3632,3,2,5,2
"S1948","Wolff","depletion","NonEnglish",0.5848,0.9267,1,1,0.3419,4,5,5,4
"S1949","Wolff","depletion","NonEnglish",0.5867,0.9342,1,0.88,0.3476,5,4,3,2
"S1950","Wolff","depletion","NonEnglish",0.5976,1.0082,0.99,0.87,0.4106,5,5,5,2
"S1951","Wolff","depletion","NonEnglish",0.5997,0.9183,1,0.99,0.3186,5,5,2,2
"S1952","Wolff","control","NonEnglish",0.6012,0.8491,1,0.97,0.2479,4,2,5,4
"S1953","Wolff","depletion","NonEnglish",0.607,0.9864,1,0.85,0.3794,5,4,6,5
"S1954","Wolff","depletion","NonEnglish",0.615,1.063,0.98,0.9,0.448,4,4,7,1
"S1955","Wolff","depletion","NonEnglish",0.6233,0.9108,0.99,0.99,0.2875,3,4,2,2
"S1956","Wolff","depletion","NonEnglish",0.6392,0.9367,1,0.96,0.2975,2,3,5,4
"S1957","Wolff","depletion","NonEnglish",0.6417,1.0801,1,0.89,0.4384,5,4,3,3
"S1958","Wolff","control","NonEnglish",0.6451,1.0588,1,0.92,0.4136,4,2,6,3
"S1959","Wolff","depletion","NonEnglish",0.654,0.9266,0.99,0.84,0.2726,5,5,1,6
"S1960","Wolff","control","NonEnglish",0.655,1.1124,1,0.96,0.4574,2,1,6,3
"S1961","Wolff","control","NonEnglish",0.655,1.1038,0.98,0.92,0.4488,2,2,6,2
"S1962","Wolff","control","NonEnglish",0.6603,0.9599,1,0.99,0.2996,2,2,6,2
"S1963","Wolff","control","NonEnglish",0.6625,1.0937,0.99,0.97,0.4312,2,1,4,1
"S1964","Wolff","control","NonEnglish",0.6729,1.0047,0.98,0.97,0.3319,4,2,2,1
"S1965","Wolff","control","NonEnglish",0.6737,0.9307,1,0.96,0.257,1,1,4,4
"S1966","Wolff","control","NonEnglish",0.6764,1.0465,0.95,0.92,0.3701,3,3,6,7
"S1967","Wolff","control","NonEnglish",0.6816,0.9537,0.96,0.9,0.2721,3,3,4,2
"S1968","Wolff","depletion","NonEnglish",0.684,1.0705,1,0.98,0.3865,2,2,1,2
"S1969","Wolff","depletion","NonEnglish",0.6905,1.0286,0.99,1,0.3381,3,3,4,1
"S1970","Wolff","control","NonEnglish",0.6919,0.9924,1,0.98,0.3005,2,1,4,4
"S1971","Wolff","depletion","NonEnglish",0.6934,0.9199,1,0.96,0.2265,6,3,6,2
"S1972","Wolff","control","NonEnglish",0.6948,1.0945,1,0.95,0.3998,3,2,4,5
"S1973","Wolff","depletion","NonEnglish",0.7073,1.1981,1,0.88,0.4908,2,3,4,1
"S1974","Wolff","depletion","NonEnglish",0.7086,1.0191,1,0.9,0.3105,4,3,3,2
"S1975","Wolff","depletion","NonEnglish",0.7116,1.1217,0.98,0.9,0.4101,4,3,6,1
"S1976","Wolff","depletion","NonEnglish",0.7187,1.1587,1,0.91,0.44,3,4,5,4
"S1977","Wolff","control","NonEnglish",0.7218,1.1612,1,0.98,0.4394,2,2,4,1
"S1978","Wolff","depletion","NonEnglish",0.7347,1.1921,1,0.92,0.4573,5,7,3,4
"S1979","Wolff","control","NonEnglish",0.7443,1.1392,1,0.9,0.3949,1,1,7,1
"S1980","Wolff","depletion","NonEnglish",0.7551,1.0234,1,0.93,0.2683,3,2,4,1
"S1981","Wolff","control","NonEnglish",0.7825,1.1147,0.98,0.98,0.3322,2,2,7,3
"S1982","Wolff","control","NonEnglish",0.8111,1.1492,0.94,0.88,0.3381,3,3,5,2
"S1983","Wolff","depletion","NonEnglish",0.8311,1.1517,1,0.99,0.3206,2,1,1,1
"S1984","Wolff","control","NonEnglish",0.8401,1.0325,1,0.94,0.1925,3,2,5,4
"S1985","Wolff","depletion","NonEnglish",0.966,1.1523,1,0.98,0.1862,3,4,2,2
"S1986","Yusainy","depletion","NonEnglish",0.38,0.5442,1,0.64,0.1641,2,3,3,1
"S1987","Yusainy","control","NonEnglish",0.4221,0.794,1,0.82,0.3719,5,3,3,4
"S1988","Yusainy","control","NonEnglish",0.4506,0.6422,1,0.77,0.1916,4,1,5,3
"S1989","Yusainy","control","NonEnglish",0.4524,0.655,0.99,0.82,0.2026,4,3,2,2
"S1990","Yusainy","control","NonEnglish",0.4574,0.7446,0.99,0.76,0.2872,3,2,4,2
"S1991","Yusainy","control","NonEnglish",0.4664,0.7323,0.97,0.88,0.2658,2,2,2,2
"S1992","Yusainy","control","NonEnglish",0.4691,0.7683,1,0.76,0.2992,5,4,3,6
"S1993","Yusainy","depletion","NonEnglish",0.4693,0.8369,0.99,0.78,0.3676,5,3,2,2
"S1994","Yusainy","control","NonEnglish",0.4736,0.6512,0.99,0.68,0.1777,6,6,5,2
"S1995","Yusainy","depletion","NonEnglish",0.4754,0.859,1,0.9,0.3836,3,2,2,1
"S1996","Yusainy","control","NonEnglish",0.4781,0.816,1,0.86,0.338,6,2,5,1
"S1997","Yusainy","control","NonEnglish",0.4791,0.7038,1,0.98,0.2247,7,4,3,4
"S1998","Yusainy","depletion","NonEnglish",0.4792,0.7719,1,0.91,0.2927,7,6,4,2
"S1999","Yusainy","control","NonEnglish",0.4818,0.7245,1,0.96,0.2428,3,2,3,3
"S2000","Yusainy","depletion","NonEnglish",0.4818,0.7666,1,0.84,0.2848,6,4,3,2
"S2001","Yusainy","depletion","NonEnglish",0.4822,0.7949,1,0.95,0.3128,3,2,1,1
"S2002","Yusainy","control","NonEnglish",0.4839,0.7024,1,0.78,0.2184,4,2,5,1
"S2003","Yusainy","control","NonEnglish",0.4895,0.7913,0.99,0.89,0.3018,2,3,1,3
"S2004","Yusainy","depletion","NonEnglish",0.4905,0.7213,1,0.72,0.2308,4,4,5,2
"S2005","Yusainy","depletion","NonEnglish",0.4933,0.6922,1,0.99,0.1989,2,2,2,1
"S2006","Yusainy","depletion","NonEnglish",0.4934,0.7561,1,0.98,0.2627,3,2,2,1
"S2007","Yusainy","control","NonEnglish",0.4951,0.7859,1,0.97,0.2909,2,2,3,1
"S2008","Yusainy","control","NonEnglish",0.5002,0.7772,1,0.92,0.277,3,2,2,3
"S2009","Yusainy","control","NonEnglish",0.5017,0.7179,1,0.73,0.2163,6,4,2,5
"S2010","Yusainy","depletion","NonEnglish",0.5018,0.9168,0.99,0.66,0.4149,4,2,2,2
"S2011","Yusainy","control","NonEnglish",0.5055,0.8288,0.99,0.87,0.3233,2,2,3,2
"S2012","Yusainy","depletion","NonEnglish",0.5088,0.751,0.99,0.94,0.2421,3,2,2,1
"S2013","Yusainy","control","NonEnglish",0.5095,0.7191,1,0.98,0.2096,2,2,4,1
"S2014","Yusainy","depletion","NonEnglish",0.5118,0.6333,0.96,0.86,0.1216,5,4,1,1
"S2015","Yusainy","control","NonEnglish",0.5126,0.7359,0.99,0.76,0.2233,5,5,1,1
"S2016","Yusainy","depletion","NonEnglish",0.5198,0.7556,1,0.74,0.2359,4,5,1,2
"S2017","Yusainy","depletion","NonEnglish",0.5198,0.757,1,0.92,0.2371,5,4,5,3
"S2018","Yusainy","depletion","NonEnglish",0.5226,0.7887,0.99,0.92,0.2661,3,3,4,3
"S2019","Yusainy","control","NonEnglish",0.5228,0.8355,0.98,0.9,0.3127,3,1,4,3
