"id","lab","condition","lang_group","rt_congruent","rt_incongruent","acc_congruent","acc_incongruent","interference","effort","difficulty","tiredness","frustration"
"S0602","Cheung","depletion","NonEnglish",0.7305,1.1049,1,0.98,0.3744,3,3,2,1
"S0603","Cheung","depletion","NonEnglish",0.7308,0.9013,1,1,0.1705,4,5,4,2
"S0604","Cheung","depletion","NonEnglish",0.7333,0.9675,1,0.99,0.2341,7,6,4,5
"S0605","Cheung","control","NonEnglish",0.7365,0.838,1,0.98,0.1015,7,2,3,1
"S0606","Cheung","depletion","NonEnglish",0.7391,1.0257,1,0.92,0.2866,6,6,3,3
"S0607","Cheung","control","NonEnglish",0.745,1.0981,1,0.94,0.3531,3,1,4,2
"S0608","Cheung","depletion","NonEnglish",0.7514,1.043,0.98,0.91,0.2916,2,1,1,2
"S0609","Cheung","depletion","NonEnglish",0.7528,1.1889,1,0.98,0.4361,6,5,3,5
"S0610","Cheung","control","NonEnglish",0.756,1.0831,1,0.99,0.3272,5,2,3,1
"S0611","Cheung","control","NonEnglish",0.7581,1.0501,1,1,0.292,1,1,6,1
"S0612","Cheung","depletion","NonEnglish",0.7604,1.1817,1,0.98,0.4213,5,7,4,6
"S0613","Cheung","control","NonEnglish",0.7666,1.0989,0.98,0.85,0.3323,5,1,3,2
"S0614","Cheung","control","NonEnglish",0.7666,1.0438,1,0.95,0.2772,3,2,5,1
"S0615","Cheung","control","NonEnglish",0.779,1.0895,1,0.99,0.3105,4,1,6,2
"S0616","Cheung","depletion","NonEnglish",0.7846,0.8626,1,1,0.078,6,3,1,5
"S0617","Cheung","depletion","NonEnglish",0.7875,1.0737,0.98,0.92,0.2862,5,6,5,5
"S0618","Cheung","depletion","NonEnglish",0.7997,0.9093,1,0.99,0.1096,5,5,5,4
"S0619","Cheung","depletion","NonEnglish",0.8038,0.9697,1,1,0.1659,6,4,3,4
"S0620","Cheung","depletion","NonEnglish",0.8123,1.0351,1,0.99,0.2227,6,3,3,2
"S0621","Cheung","control","NonEnglish",0.816,1.0381,0.99,0.95,0.2221,3,3,2,1
"S0622","Cheung","depletion","NonEnglish",0.8262,1.1948,1,0.99,0.3686,4,5,6,6
"S0623","Cheung","depletion","NonEnglish",0.8273,1.0859,1,0.99,0.2586,2,5,2,3
"S0624","Cheung","control","NonEnglish",0.8287,1.0431,0.99,0.97,0.2143,6,2,5,3
"S0625","Cheung","depletion","NonEnglish",0.8304,1.2473,0.98,0.94,0.4169,3,5,3,3
"S0626","Cheung","control","NonEnglish",0.8362,1.2029,1,1,0.3667,3,2,3,2
"S0627","Cheung","control","NonEnglish",0.8371,1.0828,1,0.94,0.2457,6,2,3,1
"S0628","Cheung","depletion","NonEnglish",0.8399,1.1704,1,0.99,0.3305,5,3,2,2
"S0629","Cheung","depletion","NonEnglish",0.8407,1.1004,0.98,0.99,0.2598,6,3,4,4
"S0630","Cheung","depletion","NonEnglish",0.8495,0.9729,1,1,0.1235,2,2,2,1
"S0631","Cheung","depletion","NonEnglish",0.8748,1.0864,1,0.96,0.2116,5,4,3,4
"S0632","Cheung","control","NonEnglish",0.8981,1.2315,0.98,0.94,0.3333,2,2,5,1
"S0633","Cheung","control","NonEnglish",0.8992,1.0527,1,1,0.1535,5,1,4,2
"S0634","Cheung","depletion","NonEnglish",0.9089,1.0665,1,0.97,0.1575,5,5,4,4
"S0635","Cheung","depletion","NonEnglish",0.9126,1.1624,1,1,0.2498,3,4,5,2
"S0636","Cheung","depletion","NonEnglish",0.9243,1.1393,1,1,0.215,5,4,3,2
"S0637","Cheung","control","NonEnglish",0.9302,1.2014,1,0.94,0.2712,3,2,4,5
"S0638","Cheung","depletion","NonEnglish",0.9335,1.1565,1,1,0.223,4,4,2,2
"S0639","Cheung","depletion","NonEnglish",0.9428,1.1657,1,0.92,0.2229,7,1,3,1
"S0640","Cheung","control","NonEnglish",0.9568,1.1937,0.99,0.91,0.2369,5,3,4,2
"S0641","Cheung","depletion","NonEnglish",0.9599,1.2628,1,0.94,0.3029,5,3,3,1
"S0642","Cheung","control","NonEnglish",1.0224,1.2269,1,1,0.2045,6,2,2,2
"S0643","Crowell","depletion","English",0.4574,0.6792,1,0.92,0.2218,6,4,3,5
"S0644","Crowell","depletion","English",0.4607,0.7887,1,0.67,0.328,5,3,4,5
"S0645","Crowell","depletion","English",0.4687,0.8966,1,0.79,0.4279,6,4,2,3
"S0646","Crowell","depletion","English",0.4758,0.8801,0.98,0.78,0.4042,6,5,1,4
"S0647","Crowell","control","English",0.4908,0.8516,0.99,0.82,0.3607,5,2,6,5
"S0648","Crowell","control","English",0.5024,0.8203,1,0.97,0.3179,2,1,3,1
"S0649","Crowell","depletion","English",0.5038,0.8766,0.97,0.76,0.3728,5,5,4,5
"S0650","Crowell","control","English",0.5064,0.7705,1,0.72,0.2641,5,2,4,2
"S0651","Crowell","control","English",0.5086,0.8471,1,0.71,0.3385,7,3,1,2
"S0652","Crowell","control","English",0.5093,0.8854,0.98,0.77,0.3761,5,2,5,4
"S0653","Crowell","control","English",0.5108,0.8592,1,0.84,0.3484,5,3,4,2
"S0654","Crowell","depletion","English",0.5128,0.9707,1,0.9,0.4579,7,7,1,2
"S0655","Crowell","control","English",0.5131,0.8031,0.99,0.85,0.29,6,1,3,2
"S0656","Crowell","control","English",0.5142,0.7589,0.99,0.93,0.2447,5,2,4,1
"S0657","Crowell","control","English",0.5161,0.8483,1,0.94,0.3322,6,1,1,1
"S0658","Crowell","depletion","English",0.5201,0.7712,1,0.85,0.2512,6,5,5,6
"S0659","Crowell","depletion","English",0.5228,0.8687,1,0.84,0.3459,7,3,1,2
"S0660","Crowell","depletion","English",0.5288,0.8231,0.98,0.68,0.2943,6,5,4.5,3
"S0661","Crowell","depletion","English",0.5292,0.795,1,0.94,0.2658,7,3,3,2
"S0662","Crowell","control","English",0.5306,0.9061,1,0.89,0.3756,7,2,5,1
"S0663","Crowell","control","English",0.5313,0.7881,1,0.92,0.2568,1,1,4,1
"S0664","Crowell","depletion","English",0.5332,0.7696,1,0.8,0.2364,5,2,1,2
"S0665","Crowell","depletion","English",0.5404,0.8344,0.98,0.68,0.2939,6,4,3,2
"S0666","Crowell","control","English",0.5412,0.9126,1,0.95,0.3714,5,2,5,1
"S0667","Crowell","depletion","English",0.5518,0.8859,1,0.93,0.3341,6,4,4,4
"S0668","Crowell","depletion","English",0.5579,0.8143,1,0.98,0.2564,5,3,5,5
"S0669","Crowell","depletion","English",0.5819,1.0122,0.98,0.76,0.4303,5,4,5,5
"S0670","Crowell","control","English",0.5833,0.9785,1,0.92,0.3952,2,1,7,3
"S0671","Crowell","control","English",0.588,0.8862,0.99,0.89,0.2981,2,1,3,2
"S0672","Crowell","depletion","English",0.5932,1.0366,1,0.86,0.4434,5,3,5,3
"S0673","Crowell","depletion","English",0.5955,1.0852,1,0.88,0.4897,6,4,2,5
"S0674","Crowell","control","English",0.6003,0.962,1,0.96,0.3617,4,1,1,1
"S0675","Crowell","control","English",0.6004,0.8989,1,0.88,0.2985,4,1,1,1
"S0676","Crowell","control","English",0.6055,0.8595,1,0.97,0.254,5,2,2,3
"S0677","Crowell","depletion","English",0.6056,0.9651,1,0.97,0.3595,6,4,4,5
"S0678","Crowell","control","English",0.6071,0.7878,1,0.9,0.1807,5,1,2,1
"S0679","Crowell","depletion","English",0.612,0.9855,0.98,0.88,0.3736,5,3,2,3
"S0680","Crowell","depletion","English",0.6154,0.9116,0.99,0.84,0.2962,6,6,3,4
"S0681","Crowell","control","English",0.624,0.9183,1,0.76,0.2943,3,1,2,1
"S0682","Crowell","control","English",0.6241,0.9395,0.99,0.77,0.3153,1,1,3,1
"S0683","Crowell","control","English",0.6265,0.9592,1,0.91,0.3327,6,1,4,2
"S0684","Crowell","control","English",0.628,0.9972,1,0.98,0.3692,6,2,4,2
"S0685","Crowell","depletion","English",0.6306,0.9271,1,0.88,0.2965,6,5,2,3
"S0686","Crowell","control","English",0.64,0.8349,1,0.94,0.1949,2,1,5,1
"S0687","Crowell","depletion","English",0.6415,0.9267,0.99,0.82,0.2852,6,4,1,2
"S0688","Crowell","control","English",0.6519,1.0398,1,0.83,0.3879,3,1,4,5
"S0689","Crowell","control","English",0.6547,0.9698,1,0.93,0.3151,4,1,4,1
"S0690","Crowell","control","English",0.6559,0.9684,1,0.94,0.3125,5,1,3,4
"S0691","Crowell","control","English",0.6599,0.9584,1,0.91,0.2984,5,1,1,2
"S0692","Crowell","control","English",0.661,0.9989,1,0.98,0.3379,5,2,4,2
"S0693","Crowell","depletion","English",0.6795,0.9483,1,0.99,0.2687,5,5,6,6
"S0694","Crowell","depletion","English",0.6888,1.0761,0.98,0.93,0.3872,6,6,2,4
"S0695","Crowell","control","English",0.6911,1.0106,0.98,0.66,0.3195,5,2,7,2
"S0696","Crowell","depletion","English",0.6947,0.9793,0.99,0.85,0.2846,6,5,6,5
"S0697","Crowell","depletion","English",0.7049,1.0239,1,0.82,0.319,4,4,2,2
"S0698","Crowell","depletion","English",0.7374,0.9484,1,0.96,0.211,6,2,2,1
"S0699","Crowell","control","English",0.7386,1.0163,1,0.98,0.2777,2,1,1,1
"S0700","Crowell","depletion","English",0.7561,0.8896,0.98,0.88,0.1334,4,2,1,3
"S0701","Crowell","depletion","English",0.7578,1.0688,1,0.97,0.311,2,3,3,2
"S0702","Crowell","depletion","English",0.7627,1.2353,1,0.95,0.4726,6,4,3,5
"S0703","Crowell","control","English",0.7826,1.0194,1,0.98,0.2368,4,2,6,4
"S0704","Crowell","control","English",0.8054,1.1734,1,0.95,0.368,4,1,1,1
"S0705","Crowell","control","English",0.8236,1.1166,1,0.84,0.293,4,2,4,1
"S0706","Crowell","control","English",0.8251,1.1419,1,1,0.3168,5,1,1,2
"S0707","Crowell","depletion","English",0.8616,1.2452,1,0.98,0.3836,6,6,3,7
"S0708","Crowell","depletion","English",0.8628,1.2323,1,0.99,0.3695,6,4,5,5
"S0709","Crowell","control","English",0.8721,1.1591,0.99,0.97,0.287,2,1,3,1
"S0710","Crowell","control","English",0.8749,1.1261,1,0.97,0.2512,7,3,2,1
"S0711","Crowell","control","English",0.8789,1.1967,1,0.94,0.3177,7,2,3,2
"S0712","Crowell","depletion","English",0.8807,1.2285,0.96,0.9,0.3478,5,5,3,1
"S0713","Crowell","depletion","English",0.9329,1.0884,0.98,0.92,0.1555,5,5,4,6
"S0714","Crowell","control","English",0.9744,1.2292,1,0.89,0.2547,2,1,7,4
"S0715","Crowell","control","English",1.0055,1.1439,1,0.99,0.1384,3,1,1,1
"S0716","Elson","depletion","NonEnglish",0.43,0.7295,1,0.98,0.2994,3,2,2,4
"S0717","Elson","control","NonEnglish",0.4473,0.6792,0.99,0.9,0.2319,2,1,3,1
"S0718","Elson","depletion","NonEnglish",0.4515,0.8669,1,0.87,0.4153,2,4,2,5
"S0719","Elson","control","NonEnglish",0.4527,0.7956,0.99,0.84,0.3429,2,3,2,3
"S0720","Elson","control","NonEnglish",0.4569,0.6284,1,0.99,0.1716,2,2,3,1
"S0721","Elson","depletion","NonEnglish",0.4656,0.7116,1,0.94,0.246,3,3,2,1
"S0722","Elson","control","NonEnglish",0.4676,0.7827,1,0.95,0.3151,2,3,5,1
"S0723","Elson","control","NonEnglish",0.486,0.8284,1,0.98,0.3424,5,2,5,2
"S0724","Elson","depletion","NonEnglish",0.4874,0.7642,1,0.99,0.2767,3,2,3,5
"S0725","Elson","control","NonEnglish",0.4921,0.803,1,0.94,0.3109,2,1,1,1
"S0726","Elson","depletion","NonEnglish",0.4992,0.685,1,0.89,0.1858,5,5,2,2
"S0727","Elson","depletion","NonEnglish",0.5079,1.0354,1,0.9,0.5276,5,4,4,4
"S0728","Elson","control","NonEnglish",0.5087,0.8757,1,0.8,0.3671,1,3,2,1
"S0729","Elson","control","NonEnglish",0.5092,0.7599,1,0.92,0.2508,2,4,4,1
"S0730","Elson","control","NonEnglish",0.5136,0.8286,1,0.95,0.3151,2,2,3,1
"S0731","Elson","depletion","NonEnglish",0.5198,0.7812,1,0.97,0.2614,2,1,3,1
"S0732","Elson","control","NonEnglish",0.5214,0.9815,1,0.97,0.4601,1,1,1,1
"S0733","Elson","depletion","NonEnglish",0.525,0.7638,1,0.97,0.2388,3,3,4,3
"S0734","Elson","control","NonEnglish",0.5261,1.0198,1,0.89,0.4938,1,1,2,1
"S0735","Elson","depletion","NonEnglish",0.5263,0.8206,1,0.99,0.2943,2,2,1,1
"S0736","Elson","depletion","NonEnglish",0.5266,0.9184,1,0.83,0.3918,2,3,2,2
"S0737","Elson","control","NonEnglish",0.5296,0.8841,1,0.95,0.3545,2,2,3,1
"S0738","Elson","depletion","NonEnglish",0.5386,0.8674,1,0.95,0.3288,5,3,3,1
"S0739","Elson","depletion","NonEnglish",0.5392,0.8738,1,0.95,0.3345,3,3,4,2
"S0740","Elson","control","NonEnglish",0.5496,0.8151,1,0.82,0.2655,2,1,3,1
"S0741","Elson","control","NonEnglish",0.5502,0.8649,1,0.97,0.3148,2,1,2,1
"S0742","Elson","control","NonEnglish",0.5531,0.8406,0.97,0.9,0.2875,1,1,5,1
"S0743","Elson","control","NonEnglish",0.5589,0.8613,1,0.96,0.3024,2,2,1,2
"S0744","Elson","control","NonEnglish",0.5692,0.893,1,0.95,0.3238,1,1,1,1
"S0745","Elson","control","NonEnglish",0.5704,0.872,1,0.99,0.3017,3,3,2,1
"S0746","Elson","depletion","NonEnglish",0.5755,0.9661,1,0.95,0.3905,5,5,6,5
"S0747","Elson","depletion","NonEnglish",0.5789,1.0944,0.99,0.95,0.5155,4,2,3,3
"S0748","Elson","control","NonEnglish",0.5831,0.8655,1,0.95,0.2824,2,1,5,1
"S0749","Elson","control","NonEnglish",0.5873,0.9433,1,0.99,0.356,3,4,3,1
"S0750","Elson","control","NonEnglish",0.5901,0.9242,1,0.99,0.3341,2,1,1,1
"S0751","Elson","control","NonEnglish",0.5908,0.8963,1,0.98,0.3055,4,2,3,1
"S0752","Elson","control","NonEnglish",0.5917,0.9282,1,0.94,0.3365,2,1,4,2
"S0753","Elson","control","NonEnglish",0.5926,0.9188,1,0.97,0.3262,1,1,1,1
"S0754","Elson","depletion","NonEnglish",0.6003,0.914,1,0.97,0.3137,6,4,5,5
"S0755","Elson","control","NonEnglish",0.6019,0.8706,1,0.97,0.2687,2,2,2,1
"S0756","Elson","control","NonEnglish",0.6113,0.9583,1,0.97,0.347,2,1,2,1
"S0757","Elson","depletion","NonEnglish",0.6151,0.8838,1,1,0.2686,2,2,3,3
"S0758","Elson","depletion","NonEnglish",0.6165,1.1283,1,0.96,0.5119,3,3,2,4
"S0759","Elson","depletion","NonEnglish",0.6175,1.073,1,0.82,0.4555,3,4,3,4
"S0760","Elson","control","NonEnglish",0.6197,1.2993,1,0.8,0.6796,2,1,3,1
"S0761","Elson","depletion","NonEnglish",0.6199,0.9742,1,0.98,0.3543,2,3,4,1
"S0762","Elson","depletion","NonEnglish",0.6218,0.9212,1,1,0.2993,3,3,1,1
"S0763","Elson","control","NonEnglish",0.6237,1.0213,1,0.86,0.3976,2,1,5,1
"S0764","Elson","depletion","NonEnglish",0.6256,0.9834,1,0.98,0.3578,2,3,5,2
"S0765","Elson","control","NonEnglish",0.626,0.9569,0.99,0.99,0.3309,2,1,3,2
"S0766","Elson","depletion","NonEnglish",0.6283,0.9729,0.98,0.93,0.3446,6,5,3,2
"S0767","Elson","depletion","NonEnglish",0.6306,0.9932,1,0.98,0.3627,4,1,3,5
"S0768","Elson","depletion","NonEnglish",0.6344,1.1611,1,0.79,0.5267,3,2,4,1
"S0769","Elson","depletion","NonEnglish",0.6358,0.9632,0.99,0.98,0.3273,4,3,5,4
"S0770","Elson","depletion","NonEnglish",0.6403,0.8978,1,0.98,0.2575,6,5,3,4
"S0771","Elson","control","NonEnglish",0.6427,0.8894,1,0.99,0.2467,3,1,3,2
"S0772","Elson","control","NonEnglish",0.6457,0.9588,1,0.94,0.3131,5,3,2,3
"S0773","Elson","depletion","NonEnglish",0.659,0.9267,1,0.99,0.2676,2,4,4,1
"S0774","Elson","control","NonEnglish",0.6592,0.9371,1,0.94,0.2779,1,1,1,1
"S0775","Elson","control","NonEnglish",0.6643,0.9157,1,1,0.2514,1,1,3,2
"S0776","Elson","control","NonEnglish",0.6656,0.8793,1,1,0.2137,1,1,5,1
"S0777","Elson","depletion","NonEnglish",0.6662,1.0745,1,0.84,0.4083,4,2,4,5
"S0778","Elson","depletion","NonEnglish",0.6708,1.1715,1,0.97,0.5007,6,6,4,5
"S0779","Elson","control","NonEnglish",0.6713,0.9566,1,0.97,0.2853,2,2,2,2
"S0780","Elson","control","NonEnglish",0.6729,1.0437,1,0.96,0.3707,1,1,2,1
"S0781","Elson","depletion","NonEnglish",0.6746,1.1834,1,0.9,0.5088,2,2,3,1
"S0782","Elson","depletion","NonEnglish",0.6771,0.879,1,0.97,0.2019,2,2,2,1
"S0783","Elson","control","NonEnglish",0.6802,0.9621,1,0.96,0.2819,2,2,1,1
"S0784","Elson","control","NonEnglish",0.6814,1.2646,1,0.95,0.5832,4,3,6,3
"S0785","Elson","depletion","NonEnglish",0.6894,1.0412,1,0.95,0.3518,2,3,3,1
"S0786","Elson","depletion","NonEnglish",0.69,0.9346,1,0.98,0.2446,3,1,3,2
"S0787","Elson","depletion","NonEnglish",0.7066,0.9725,1,0.97,0.2659,5,5,3,3
"S0788","Elson","depletion","NonEnglish",0.718,0.9407,1,0.99,0.2227,3,3,4,3
"S0789","Elson","control","NonEnglish",0.7248,1.1406,1,0.94,0.4158,2,1,2,1
"S0790","Elson","control","NonEnglish",0.7294,1.2461,1,0.93,0.5168,3,2,4,1
"S0791","Elson","depletion","NonEnglish",0.7576,0.9348,0.99,1,0.1773,4,3,3,1
"S0792","Elson","depletion","NonEnglish",0.7622,1.1086,0.99,0.95,0.3464,3,3,2,2
"S0793","Elson","control","NonEnglish",0.7657,1.041,1,0.89,0.2753,3,2,2,1
"S0794","Elson","depletion","NonEnglish",0.7663,1.0398,1,0.99,0.2735,4,4,2,3
"S0795","Elson","depletion","NonEnglish",0.7704,0.9808,1,1,0.2105,2,4,2,2
"S0796","Elson","control","NonEnglish",0.7729,0.9194,1,0.95,0.1465,1,1,2,1
"S0797","Elson","control","NonEnglish",0.7856,0.9552,1,0.96,0.1697,4,1,4,1
"S0798","Elson","depletion","NonEnglish",0.7881,0.9506,1,0.99,0.1624,6,6,4,6
"S0799","Elson","control","NonEnglish",0.8152,0.9665,0.99,0.99,0.1512,5,2,5,2
"S0800","Elson","control","NonEnglish",0.8401,1.106,1,1,0.2659,2,1,3,1
"S0801","Elson","control","NonEnglish",0.8648,1.3199,1,0.91,0.4551,2,3,4,1
"S0802","Elson","depletion","NonEnglish",0.8804,1.1594,1,0.99,0.279,5,4,5,4
"S0803","Elson","control","NonEnglish",0.9238,1.1387,1,0.95,0.215,2,2,3,1
"S0804","Elson","control","NonEnglish",0.9723,1.2246,1,0.98,0.2523,1,2,1,1
"S0805","Elson","depletion","NonEnglish",1.0689,1.2576,1,1,0.1887,5,5,3,5
"S0806","Evans","depletion","English",0.4476,0.6964,0.97,0.76,0.2488,6,5,5,4
"S0807","Evans","depletion","English",0.4576,0.6865,1,0.72,0.2288,5,4,3,2
"S0808","Evans","control","English",0.4623,0.7888,1,0.86,0.3265,6,1,4,1
"S0809","Evans","depletion","English",0.4693,0.9008,1,0.8,0.4316,6,7,6,4
"S0810","Evans","control","English",0.4754,0.7501,1,0.9,0.2747,5,1,4,1
"S0811","Evans","depletion","English",0.49,0.7954,1,0.89,0.3053,6,6,2,5
"S0812","Evans","depletion","English",0.5045,0.7839,1,0.89,0.2794,7,2,1,1
"S0813","Evans","control","English",0.5062,0.7922,1,0.78,0.286,7,3,3,2
"S0814","Evans","depletion","English",0.5188,0.9698,0.98,0.85,0.4511,6,5,4,3
"S0815","Evans","control","English",0.5216,0.8083,1,0.83,0.2867,7,2,2,1
"S0816","Evans","depletion","English",0.5227,0.7696,0.99,0.9,0.2469,6,2,1,2
"S0817","Evans","depletion","English",0.5289,0.8986,0.99,0.92,0.3697,4,3,4,2
"S0818","Evans","control","English",0.5301,0.8781,0.99,0.94,0.3481,2,1,1,2
"S0819","Evans","control","English",0.5303,0.9572,1,0.83,0.4269,4,1,4,3
"S0820","Evans","depletion","English",0.5369,0.8576,0.98,0.9,0.3207,5,4,2,2
"S0821","Evans","depletion","English",0.5376,0.8485,1,0.91,0.3109,6,6,3,2
"S0822","Evans","depletion","English",0.5389,0.793,1,0.89,0.2542,7,5,4,4
"S0823","Evans","control","English",0.544,0.8097,1,0.98,0.2657,3,2,3,1
"S0824","Evans","depletion","English",0.548,0.8738,1,0.93,0.3257,5,4,6,4
"S0825","Evans","depletion","English",0.5567,0.8195,1,0.87,0.2628,5,3,3,3
"S0826","Evans","control","English",0.5572,0.912,1,0.87,0.3548,2,1,1,1
"S0827","Evans","control","English",0.563,0.9678,1,0.95,0.4048,1,1,1,1
"S0828","Evans","control","English",0.5707,0.8952,1,0.95,0.3245,3,1,1,1
"S0829","Evans","control","English",0.5749,1.046,0.97,0.76,0.4712,7,2,5,1
"S0830","Evans","control","English",0.5754,1.001,0.99,0.85,0.4256,2,1,2,1
"S0831","Evans","depletion","English",0.5871,0.8344,1,0.97,0.2473,7,5,4,3
"S0832","Evans","depletion","English",0.5875,0.913,1,0.96,0.3255,7,5,6,5
"S0833","Evans","control","English",0.5892,1.0237,1,0.74,0.4345,1,1,3,1
"S0834","Evans","control","English",0.5958,1.1882,0.99,0.77,0.5924,5,5,7,7
"S0835","Evans","depletion","English",0.5977,0.8656,0.99,0.83,0.2679,6,3,2,1
"S0836","Evans","control","English",0.6087,0.9229,0.99,0.92,0.3142,7,1,5,1
"S0837","Evans","depletion","English",0.6154,0.9026,1,0.88,0.2872,7,6,5,5
"S0838","Evans","depletion","English",0.6204,1.0318,1,0.93,0.4114,7,6,1,3
"S0839","Evans","depletion","English",0.6221,0.9392,1,0.98,0.3171,3,3,1,1
"S0840","Evans","depletion","English",0.6308,1.1167,1,0.96,0.4859,NA,NA,NA,NA
"S0841","Evans","control","English",0.632,1.0267,0.98,0.74,0.3947,5,2,1,2
"S0842","Evans","depletion","English",0.6331,0.9394,0.99,0.88,0.3063,4,1,2,2
"S0843","Evans","depletion","English",0.6335,0.8947,1,0.97,0.2612,5,3,6,1
"S0844","Evans","control","English",0.6368,0.9255,0.95,0.81,0.2887,6,1,6,4
"S0845","Evans","control","English",0.6376,0.9626,1,0.98,0.325,1,1,1,3
"S0846","Evans","control","English",0.6383,0.955,1,0.96,0.3167,2,1,1,1
"S0847","Evans","control","English",0.639,0.8776,1,0.93,0.2386,7,5,5,1
"S0848","Evans","control","English",0.6474,0.958,1,0.99,0.3106,7,1,1,1
"S0849","Evans","control","English",0.6505,0.9767,1,0.97,0.3262,7,2,5,1
"S0850","Evans","depletion","English",0.669,1.093,1,0.97,0.424,6,5,5,4
"S0851","Evans","depletion","English",0.6703,0.9843,0.99,0.95,0.314,5,3,4,2
"S0852","Evans","control","English",0.6714,1.0052,1,0.96,0.3338,4,2,1,1
"S0853","Evans","depletion","English",0.673,1.0166,1,0.9,0.3436,7,2,3,1
"S0854","Evans","depletion","English",0.6776,1.0601,0.99,0.98,0.3825,7,6,1,4
"S0855","Evans","control","English",0.68,0.9753,0.88,0.82,0.2952,3,2,4,1
"S0856","Evans","depletion","English",0.6825,1.0033,0.99,0.98,0.3208,5,5,3,3
"S0857","Evans","control","English",0.6893,0.8635,0.97,0.82,0.1741,2,1,4,3
"S0858","Evans","control","English",0.6981,1.0373,1,0.93,0.3392,1,1,2,1
"S0859","Evans","control","English",0.704,1.0163,1,0.95,0.3123,1,1,3,2
"S0860","Evans","control","English",0.7137,1.1095,1,0.94,0.3958,5,1,7,7
"S0861","Evans","control","English",0.724,0.9629,1,0.92,0.2388,4,1,5,1
"S0862","Evans","depletion","English",0.7356,1.0512,1,0.98,0.3156,4,1,1,2
"S0863","Evans","depletion","English",0.736,1.0125,1,0.98,0.2765,5,4,6,3
"S0864","Evans","control","English",0.7428,0.9619,0.99,0.97,0.2191,7,1,1,2
"S0865","Evans","control","English",0.7456,1.1078,1,0.95,0.3622,3,2,3,4
"S0866","Evans","control","English",0.7488,1.0228,1,0.92,0.2741,3,2,4,2
"S0867","Evans","control","English",0.7524,0.9812,1,0.99,0.2288,3,3,3,2
"S0868","Evans","control","English",0.7531,0.9495,0.99,1,0.1965,2,1,1,1
"S0869","Evans","control","English",0.7558,1.1509,1,0.97,0.395,1,1,1,2
"S0870","Evans","depletion","English",0.7588,1.0295,1,0.99,0.2706,7,6,2,4
"S0871","Evans","depletion","English",0.771,1.0959,1,0.93,0.3249,6,2,7,4
"S0872","Evans","depletion","English",0.7732,1.0089,1,0.99,0.2357,3,3,2,4
"S0873","Evans","control","English",0.7817,1.1976,0.97,0.93,0.4159,6,1,3,1
"S0874","Evans","depletion","English",0.7995,0.9798,1,0.96,0.1804,7,4,1,2
"S0875","Evans","depletion","English",0.8039,1.2334,1,0.96,0.4295,4,4,4,4
"S0876","Evans","control","English",0.807,1.1334,1,0.99,0.3264,1,1,2,1
"S0877","Evans","control","English",0.811,1.0615,1,0.93,0.2505,3,2,4,3
"S0878","Evans","depletion","English",0.8141,1.1565,1,0.99,0.3425,5,3,5,1
"S0879","Evans","depletion","English",0.8222,1.0178,1,0.99,0.1957,4,3,3,1
"S0880","Evans","control","English",0.8228,1.1461,1,0.97,0.3233,7,4,4,1
"S0881","Evans","depletion","English",0.8278,1.1662,1,0.98,0.3384,6,6,2,5
"S0882","Evans","control","English",0.8338,1.2588,0.94,0.84,0.425,1,1,5,1
"S0883","Evans","control","English",0.84,1.1126,1,0.99,0.2727,1,1,1,1
"S0884","Evans","control","English",0.8592,1.1639,1,0.98,0.3046,6,1,1,3
"S0885","Evans","control","English",0.8679,1.2166,1,0.85,0.3487,4,2,6,4
"S0886","Evans","control","English",0.8765,1.2447,1,0.92,0.3683,5,1,1,1
"S0887","Evans","depletion","English",0.8936,1.2461,1,0.96,0.3525,4,3,2,1
"S0888","Evans","depletion","English",0.9005,1.2892,1,0.99,0.3887,6,4,4,3
"S0889","Evans","control","English",0.9103,1.3859,1,0.89,0.4756,6,2,4,2
"S0890","Evans","control","English",0.9451,1.2287,1,0.97,0.2836,5,1,4,1
"S0891","Evans","control","English",0.9468,1.2087,1,0.88,0.2619,2,1,6,5
"S0892","Evans","depletion","English",0.9784,1.106,1,0.95,0.1277,5,3,3,1
"S0893","Evans","control","English",0.9893,1.2827,1,1,0.2934,1,1,1,1
"S0894","Evans","control","English",1.0396,1.2602,0.99,0.99,0.2206,4,2,3,2
"S0895","Hagger","control","English",0.3863,0.7518,0.99,0.71,0.3655,3,2,2,2
"S0896","Hagger","depletion","English",0.4182,0.8631,1,0.92,0.4449,5,5,2,2
"S0897","Hagger","control","English",0.4261,0.7386,1,0.79,0.3124,6,1,3,4
"S0898","Hagger","depletion","English",0.4341,0.6931,1,0.83,0.259,6,3,2,2
"S0899","Hagger","control","English",0.4388,0.8575,0.99,0.88,0.4187,7,4,2,2
"S0900","Hagger","control","English",0.4518,0.8081,1,0.86,0.3563,6,1,5,5
